,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
5929,Pune,"North Indian, Chinese, Biryani",200,50,3.5,89,21,30 
5930,Delhi,"Sushi, Japanese, Healthy Food, Chinese",500,50,3.9,153,94,65 
5931,Kolkata,Fast Food,100,50,3.3,11,1,30 
5932,Mumbai,"Mughlai, North Indian, Chinese",450,200,3.8,2534,1336,65 
5933,Delhi,Healthy Food,150,50,3.4,21,4,30 
5934,Mumbai,"North Indian, Italian, Pizza, Seafood, Desserts",400,99,3.3,51,28,65 
5935,Mumbai,Desserts,100,50,4.2,206,81,30 
5936,Pune,Fast Food,100,50,3.4,16,2,30 
5937,Bangalore,"Pizza, Fast Food",200,0,3.8,25,5,30 
5938,Delhi,"North Indian, Chinese",300,50,3.7,293,138,30 
5939,Pune,"North Indian, Mughlai, Chinese",200,50,-,-,-,30 
5940,Noida,Desserts,200,50,3.8,66,55,30 
5941,Noida,"North Indian, Chinese, South Indian",200,50,3.5,39,16,45 
5942,Noida,"North Indian, Chinese",200,50,3.7,185,29,65 
5943,Kolkata,"Rajasthani, Fast Food, Mishti",100,50,3.4,163,24,30 
5944,Hyderabad,"South Indian, North Indian, Chinese",350,50,3.4,18,4,30 
5945,Bangalore,"Cafe, Fast Food, Beverages",150,50,3.9,67,28,30 
5946,Noida,"Bakery, Fast Food",400,99,4.1,1265,587,30 
5947,Noida,"North Indian, Fast Food",150,50,3.3,11,4,30 
5948,Delhi,"Cafe, Chinese",200,50,3.5,1240,887,65 
5949,Pune,"American, North Indian, Italian, Mexican",250,99,3.2,13,2,30 
5950,Mumbai,"Fast Food, Mughlai, Chinese",250,50,3.0,5,-,30 
5951,Bangalore,"Fast Food, Coffee",50,50,-,-,-,30 
5952,Delhi,"North Indian, Mughlai, Rolls",200,50,3.7,27,25,30 
5953,Noida,"Chinese, North Indian",150,50,NEW,-,-,30 
5954,Delhi,Fast Food,100,50,3.8,201,99,45 
5955,Kolkata,"Mishti, South Indian, Street Food",100,50,3.4,19,-,30 
5956,Bangalore,"Chinese, North Indian",150,50,3.3,254,39,45 
5957,Bangalore,"North Indian, Mughlai, Chinese, Beverages",250,99,3.7,107,17,45 
5958,Delhi,"North Indian, Fast Food",150,50,3.6,51,14,30 
5959,Delhi,"South Indian, North Indian",200,50,3.8,298,134,45 
5960,Pune,"North Indian, Chinese",200,50,3.6,152,20,30 
5961,Pune,"Street Food, Fast Food",100,50,-,-,-,30 
5962,Bangalore,"Cafe, Pizza, Fast Food, Beverages",200,50,2.6,88,33,30 
5963,Mumbai,Desserts,300,99,4.3,136,82,45 
5964,Noida,Chinese,150,50,NEW,-,-,30 
5965,Delhi,"Chinese, North Indian",200,50,3.4,18,5,30 
5966,Noida,"North Indian, Chinese",300,50,-,-,-,30 
5967,Noida,North Indian,100,50,3.3,14,1,30 
5968,Mumbai,"Beverages, Desserts",150,50,-,-,-,30 
5969,Noida,"Bakery, Fast Food",150,50,3.7,71,28,30 
5970,Bangalore,"Pizza, Fast Food",250,50,3.6,29,13,45 
5971,Bangalore,North Indian,200,50,3.6,11,5,30 
5972,Pune,Desserts,100,50,3.9,75,47,45 
5973,Pune,"Iranian, Fast Food",150,50,4.2,337,209,45 
5974,Noida,North Indian,200,50,-,-,-,30 
5975,Mumbai,"Chinese, Fast Food, Street Food",150,0,3.4,15,14,30 
5976,Delhi,Fast Food,100,50,-,-,-,30 
5977,Delhi,"Chinese, Momos",200,50,3.8,335,72,45 
5978,Bangalore,"Fast Food, Street Food",100,50,3.7,17,2,45 
5979,Delhi,"Asian, Japanese, Korean, Chinese, Momos, Thai",600,50,4.4,1990,1091,30 
5980,Pune,"South Indian, Street Food, Pizza, Mughlai",150,50,3.7,36,25,30 
5981,Pune,"Korean, Japanese, Asian",500,50,4.0,71,28,30 
5982,Delhi,North Indian,200,50,3.5,60,21,30 
5983,Bangalore,"Mithai, Desserts, Fast Food",150,50,3.5,10,3,30 
5984,Delhi,Chinese,100,50,3.6,66,20,30 
5985,Hyderabad,South Indian,100,50,4.3,131,25,30 
5986,Noida,"North Indian, Momos, Desserts, Beverages",100,50,NEW,-,-,30 
5987,Bangalore,"North Indian, Chinese, Biryani",200,50,3.2,85,28,65 
5988,Noida,Fast Food,200,99,3.7,1056,329,65 
5989,Noida,"Pizza, Fast Food",200,50,3.7,164,106,30 
5990,Delhi,"Biryani, Mughlai",150,50,3.2,11,2,30 
5991,Delhi,"Fast Food, Beverages",200,50,3.8,254,118,45 
5992,Delhi,"North Indian, South Indian",300,0,3.9,379,192,30 
5993,Bangalore,"North Indian, Chinese, Biryani",200,50,2.8,336,121,45 
5994,Bangalore,"Arabian, Rolls",200,50,3.8,35,11,30 
5995,Kolkata,"North Indian, Fast Food",100,50,3.4,94,36,45 
5996,Noida,"Chinese, North Indian",150,50,3.1,11,4,45 
5997,Kolkata,"Fast Food, Chinese",100,50,-,-,-,30 
5998,Bangalore,Street Food,100,50,3.7,103,29,30 
5999,Bangalore,North Indian,200,50,-,-,-,45 
6000,Bangalore,Fast Food,150,50,-,-,-,30 
6001,Bangalore,"Mithai, Fast Food, South Indian, Chinese",150,50,3.6,11,1,30 
6002,Delhi,"Biryani, North Indian, Chinese",250,50,-,-,-,30 
6003,Bangalore,"South Indian, North Indian, Chinese",200,50,3.3,15,4,30 
6004,Delhi,Chinese,250,50,-,-,-,30 
6005,Bangalore,"North Indian, Chinese, Fast Food",200,99,3.9,357,114,30 
6006,Bangalore,"Pizza, Fast Food, Desserts",250,99,3.9,209,89,45 
6007,Bangalore,"North Indian, Chinese, Fast Food",150,50,3.9,149,14,45 
6008,Gurgaon,"Ice Cream, Desserts",150,50,3.7,44,10,65 
6009,Bangalore,Street Food,100,50,3.8,207,72,65 
6010,Pune,"Asian, Continental, North Indian",450,50,4.4,2709,1616,45 
6011,Bangalore,"North Indian, Chinese, Fast Food",200,50,3.6,43,16,45 
6012,Pune,"Beverages, Fast Food, North Indian",200,50,4.0,359,148,45 
6013,Pune,North Indian,100,50,-,-,-,30 
6014,Pune,"North Indian, Chinese",200,50,3.1,26,7,45 
6015,Noida,"North Indian, Mughlai, Biryani",400,50,4.3,217,145,30 
6016,Noida,"Burger, American, Fast Food",400,50,3.9,122,85,30 
6017,Mumbai,Fast Food,200,50,3.7,238,131,45 
6018,Kolkata,"Sandwich, Italian, Desserts",250,50,3.8,224,129,45 
6019,Mumbai,"Hyderabadi, Arabian, Chinese, Mughlai",200,50,3.8,149,74,30 
6020,Bangalore,"North Indian, Street Food, Chinese",200,50,3.7,660,391,65 
6021,Pune,Chinese,150,50,3.0,5,1,30 
6022,Bangalore,"North Indian, Kerala, Biryani",200,50,-,-,-,30 
6023,Noida,"Rolls, Fast Food",200,50,3.9,96,44,30 
6024,Pune,"Desserts, Bakery",100,50,3.9,185,110,65 
6025,Gurgaon,"Bakery, Desserts, Cafe, Fast Food, Beverages",150,50,3.6,47,17,30 
6026,Pune,"Fast Food, North Indian",150,50,3.4,15,8,45 
6027,Noida,"Mexican, Italian",200,50,3.9,66,37,65 
6028,Bangalore,"Cafe, Italian",150,50,4.0,217,65,30 
6029,Pune,Street Food,150,50,3.2,69,38,45 
6030,Noida,"Chinese, Fast Food",100,50,-,-,-,30 
6031,Delhi,"Burger, Fast Food",150,99,3.9,563,293,45 
6032,Kolkata,North Indian,100,50,-,-,-,30 
6033,Pune,Fast Food,100,50,4.3,462,254,30 
6034,Mumbai,Rolls,150,50,3.8,407,190,30 
6035,Bangalore,"Italian, Pizza, Desserts, Beverages",250,50,4.5,4094,2936,45 
6036,Pune,"Fast Food, Chinese",150,50,NEW,-,-,30 
6037,Pune,"Biryani, North Indian, Chinese",350,50,3.3,19,7,30 
6038,Pune,"Fast Food, Healthy Food, Sandwich, Salad",200,50,3.6,191,64,30 
6039,Delhi,"Cafe, Fast Food",250,50,3.3,9,5,30 
6040,Pune,"North Indian, Chinese, Maharashtrian",250,50,3.0,5,3,30 
6041,Gurgaon,North Indian,150,50,NEW,-,-,30 
6042,Gurgaon,"Mithai, South Indian, Street Food, Chinese, Fast Food, North Indian",200,50,3.5,132,92,30 
6043,Gurgaon,Fast Food,100,50,3.5,21,3,30 
6044,Bangalore,"Beverages, Healthy Food",100,50,3.0,28,6,30 
6045,Pune,Beverages,50,50,3.2,6,1,30 
6046,Delhi,"Chinese, North Indian, South Indian, Desserts",100,50,NEW,-,-,30 
6047,Noida,"Chinese, North Indian",200,50,3.2,9,1,30 
6048,Delhi,"North Indian, Mughlai, Kebab",900,99,4.3,1788,1130,65 
6049,Delhi,"North Indian, Chinese, Mughlai",250,50,4.0,500,139,65 
6050,Pune,"Fast Food, Healthy Food, Sandwich, Salad",200,50,4.1,200,62,45 
6051,Kolkata,"Biryani, North Indian, Rolls",150,50,3.7,453,153,30 
6052,Delhi,"Italian, Seafood, Chinese, Fast Food",200,50,NEW,-,-,30 
6053,Gurgaon,"North Indian, Fast Food, South Indian, Street Food",200,50,3.3,14,5,30 
6054,Bangalore,"Desserts, Ice Cream, Juices",100,50,-,-,-,30 
6055,Pune,"Turkish, Healthy Food, Wraps",300,50,3.8,88,31,30 
6056,Hyderabad,"North Indian, Chinese",200,50,3.6,47,11,30 
6057,Mumbai,"Chinese, Fast Food, North Indian, South Indian",200,50,3.5,80,47,30 
6058,Kolkata,"Coffee, Cafe, Fast Food, Desserts, Beverages",250,50,3.5,15,11,30 
6059,Kolkata,"Tea, Beverages, Fast Food",150,50,3.0,9,3,30 
6060,Pune,Biryani,150,50,3.1,9,1,30 
6061,Bangalore,"North Indian, South Indian, Chinese",300,50,3.3,7,3,30 
6062,Bangalore,"Cafe, Fast Food, Beverages",200,50,3.9,86,49,30 
6063,Pune,North Indian,750,99,4.5,1435,991,45 
6064,Noida,"Bakery, Desserts, Fast Food",200,99,4.0,363,228,45 
6065,Delhi,Chinese,100,50,3.7,101,35,30 
6066,Pune,Street Food,50,50,3.4,17,9,30 
6067,Bangalore,"South Indian, North Indian, Chinese, Desserts, Beverages",250,50,3.8,32,8,30 
6068,Bangalore,"Continental, Italian",300,99,3.9,1368,719,45 
6069,Noida,South Indian,200,99,3.7,99,82,30 
6070,Pune,"Momos, Fast Food, Chinese",100,50,NEW,-,-,30 
6071,Bangalore,"Chinese, Momos",150,50,-,-,-,30 
6072,Noida,"American, Italian, Mexican",600,50,4.3,511,312,30 
6073,Bangalore,"Desserts, Ice Cream, Bakery, Fast Food",150,50,4.4,120,38,30 
6074,Noida,"Pizza, Fast Food",150,50,3.4,27,2,45 
6075,Pune,"North Indian, Chinese, Seafood",400,99,3.7,199,96,45 
6076,Delhi,North Indian,250,0,3.4,13,-,30 
6077,Noida,Fast Food,150,50,3.4,32,16,30 
6078,Delhi,"Cafe, Desserts",200,50,3.6,89,25,30 
6079,Mumbai,"North Indian, Chinese",250,50,-,-,-,30 
6080,Pune,Chinese,150,50,3.2,5,2,30 
6081,Noida,North Indian,200,50,NEW,-,-,30 
6082,Mumbai,"Burger, Fast Food, Beverages",200,50,3.8,353,141,30 
6083,Noida,"Mughlai, North Indian",200,99,3.6,166,64,30 
6084,Bangalore,"Ice Cream, Desserts",100,50,3.6,27,6,30 
6085,Delhi,North Indian,100,50,-,-,-,30 
6086,Noida,"North Indian, Mughlai, Chinese",200,50,3.5,73,16,65 
6087,Noida,"Bakery, Desserts",150,50,3.2,62,29,30 
6088,Bangalore,"Street Food, Mithai",100,50,-,-,-,30 
6089,Mumbai,Fast Food,150,50,-,-,-,30 
6090,Kolkata,Fast Food,150,50,-,-,-,30 
6091,Pune,"Chinese, North Indian, Street Food, Fast Food, Beverages",300,50,2.8,19,4,45 
6092,Bangalore,"Fast Food, Burger, Continental, Wraps, Beverages",300,50,4.1,854,333,45 
6093,Noida,"Mithai, Fast Food",100,99,3.0,60,9,45 
6094,Delhi,"North Indian, Mughlai",200,50,3.4,8,3,30 
6095,Pune,"Street Food, Healthy Food",100,50,3.1,6,-,30 
6096,Noida,Cafe,200,50,3.9,113,101,65 
6097,Bangalore,"North Indian, Chinese, Biryani",200,50,3.6,9,2,30 
6098,Mumbai,Fast Food,100,50,NEW,-,-,30 
6099,Pune,Ice Cream,50,50,3.3,10,-,30 
6100,Delhi,Bakery,100,50,3.8,110,78,30 
6101,Noida,South Indian,100,50,3.8,67,17,30 
6102,Noida,"Chinese, Seafood, Japanese, Thai",600,50,3.7,254,189,45 
6103,Pune,"Italian, South Indian, Ice Cream",100,50,-,-,-,30 
6104,Kolkata,"Tea, Beverages, Fast Food",150,50,3.0,9,3,30 
6105,Bangalore,"Chinese, Biryani, North Indian",300,50,3.6,13,10,30 
6106,Kolkata,Juices,50,50,-,-,-,30 
6107,Pune,"Cafe, Continental, Salad, Italian, Fast Food, Desserts, Beverages",350,50,4.3,418,220,30 
6108,Noida,Bakery,150,50,NEW,-,-,45 
6109,Noida,"North Indian, South Indian, Chinese",200,50,3.4,67,16,45 
6110,Delhi,"Mughlai, North Indian",200,50,3.0,4,-,30 
6111,Bangalore,"Beverages, Tea, Fast Food",150,50,-,-,-,30 
6112,Noida,"North Indian, Chinese, Mughlai",200,50,3.5,38,17,30 
6113,Pune,"Desserts, Beverages",150,50,4.1,237,134,30 
6114,Pune,"Salad, North Indian, Biryani, Desserts, Beverages, Wraps",200,50,4.2,343,97,30 
6115,Pune,"Bakery, Desserts, Cafe",300,50,4.4,812,457,45 
6116,Pune,Street Food,100,50,4.2,283,139,30 
6117,Mumbai,North Indian,200,50,3.1,5,1,30 
6118,Delhi,"North Indian, Mughlai, Chinese",200,50,-,-,-,30 
6119,Mumbai,"Italian, Mexican, Chinese",200,99,3.4,92,58,45 
6120,Pune,"North Indian, South Indian, Chinese, Fast Food",200,50,3.6,40,20,30 
6121,Delhi,"North Indian, South Indian, Chinese, Fast Food, Street Food, Mithai",150,50,3.9,432,186,30 
6122,Noida,"Healthy Food, Salad, Juices",400,50,4.1,91,46,45 
6123,Bangalore,"Biryani, South Indian, Chinese",200,50,3.3,10,1,30 
6124,Noida,"Mughlai, North Indian",100,50,-,-,-,30 
6125,Gurgaon,"North Indian, Chinese, Mughlai",250,350,4.9,4018,2922,45 
6126,Bangalore,"Chinese, Momos",100,50,3.6,9,2,30 
6127,Mumbai,"North Indian, Street Food, Italian, Fast Food, Beverages",350,50,4.4,282,199,30 
6128,Pune,"North Indian, Chinese",200,50,3.7,61,24,45 
6129,Gurgaon,"North Indian, Chinese, South Indian, Continental",100,50,3.5,38,11,30 
6130,Mumbai,"North Indian, South Indian",100,50,2.7,60,25,45 
6131,Bangalore,"Cafe, Continental",400,50,4.0,1652,858,45 
6132,Kolkata,"North Indian, Mughlai",150,0,2.9,8,3,30 
6133,Mumbai,"Chinese, Fast Food, Ice Cream, Beverages",250,50,3.7,212,101,30 
6134,Pune,Fast Food,100,50,3.1,6,-,30 
6135,Delhi,Desserts,100,50,4.1,25,23,30 
6136,Noida,"North Indian, Kebab, Chinese",200,50,-,-,-,30 
6137,Noida,"Fast Food, North Indian, Beverages",150,50,3.8,66,40,30 
6138,Bangalore,"South Indian, North Indian, Chinese",100,50,3.3,5,2,45 
6139,Noida,"North Indian, Chinese, Rolls, Momos",150,50,4.1,318,235,65 
6140,Hyderabad,Maharashtrian,100,50,3.1,4,1,30 
6141,Delhi,"Chinese, Beverages",200,50,NEW,-,-,30 
6142,Pune,Fast Food,200,50,3.8,200,94,30 
6143,Bangalore,"Biryani, Chinese, North Indian",250,50,3.0,13,2,65 
6144,Gurgaon,"Mughlai, North Indian",200,50,3.9,488,285,45 
6145,Noida,"North Indian, Chinese, Fast Food, Sandwich, Burger",300,50,4.5,1094,458,45 
6146,Bangalore,"Chinese, North Indian",150,50,3.5,34,9,65 
6147,Bangalore,"Chinese, North Indian, Thai",100,50,3.3,11,8,30 
6148,Mumbai,"Lebanese, Fast Food",150,50,3.0,9,5,30 
6149,Delhi,"Chinese, Japanese, Italian, Seafood, Sushi",650,50,3.7,1425,840,45 
6150,Noida,"Bakery, Fast Food",100,50,3.6,52,17,30 
6151,Noida,"Bakery, Fast Food, Desserts",100,50,3.0,6,1,30 
6152,Bangalore,South Indian,100,50,3.2,7,5,30 
6153,Bangalore,"North Indian, Continental, Chinese, Italian",200,99,3.7,132,84,45 
6154,Pune,Desserts,150,50,3.7,23,9,30 
6155,Mumbai,Chinese,100,50,-,-,-,30 
6156,Delhi,North Indian,200,50,3.5,23,9,65 
6157,Kolkata,"Fast Food, North Eastern, Momos",100,50,-,-,-,30 
6158,Mumbai,Cafe,150,50,3.9,111,67,45 
6159,Bangalore,"Desserts, Sandwich",200,50,4.3,388,217,45 
6160,Pune,"Burger, Fast Food",150,50,3.6,29,24,30 
6161,Kolkata,"Mishti, Desserts",100,50,3.2,12,6,30 
6162,Bangalore,"Fast Food, North Eastern, Momos",100,50,-,-,-,30 
6163,Noida,Bengali,200,50,NEW,-,-,30 
6164,Pune,"Maharashtrian, Street Food",100,50,3.3,21,7,30 
6165,Noida,"North Indian, Chinese, Mughlai",250,50,3.6,76,38,30 
6166,Bangalore,"Beverages, Desserts",150,50,-,-,-,30 
6167,Delhi,"Chinese, Thai, Asian",650,50,4.0,1731,1235,45 
6168,Delhi,"Chinese, Rolls",100,50,3.3,9,4,30 
6169,Bangalore,North Indian,150,50,-,-,-,30 
6170,Noida,"North Indian, Chinese",200,0,3.5,371,97,45 
6171,Mumbai,"Burger, Fast Food, Desserts, Beverages",150,50,-,-,-,30 
6172,Pune,Fast Food,200,50,3.6,30,14,30 
6173,Pune,North Indian,100,50,3.1,4,-,30 
6174,Bangalore,"North Indian, Chinese, South Indian",250,99,3.0,15,6,45 
6175,Gurgaon,Chinese,250,50,Opening Soon,-,-,30 
6176,Noida,"North Indian, Chinese",100,50,-,-,-,30 
6177,Pune,"North Indian, North Eastern, Continental, Asian",400,50,4.3,1918,1112,45 
6178,Bangalore,"Burger, Desserts",300,50,4.1,2583,1213,30 
6179,Mumbai,"Pizza, Fast Food, Italian",400,200,3.7,1723,1251,45 
6180,Delhi,Kebab,200,50,-,-,-,30 
6181,Gurgaon,"Bakery, Desserts",200,50,4.4,318,142,120 
6182,Noida,"Bakery, Fast Food",200,50,3.8,97,35,65 
6183,Delhi,"Fast Food, Chinese",100,50,3.3,11,1,45 
6184,Bangalore,"North Indian, South Indian",100,50,-,-,-,30 
6185,Delhi,"North Indian, Chinese",200,50,4.3,250,121,30 
6186,Delhi,"Continental, Chinese, North Indian",650,50,3.3,143,85,45 
6187,Bangalore,North Indian,100,50,-,-,-,30 
6188,Pune,"North Indian, Maharashtrian, Konkan",300,50,3.5,109,32,45 
6189,Hyderabad,South Indian,50,50,3.5,12,2,30 
6190,Bangalore,"North Indian, Chinese",200,50,3.5,60,30,30 
6191,Pune,"Chinese, North Indian, South Indian",250,50,3.4,27,11,65 
6192,Pune,"Chinese, Malaysian, Thai, Japanese",550,50,4.0,965,518,45 
6193,Noida,"Momos, Chinese, Tibetan, Thai",200,50,4.4,526,224,45 
6194,Mumbai,Chinese,200,50,3.1,5,-,30 
6195,Bangalore,Fast Food,150,50,4.2,195,124,30 
6196,Pune,North Indian,200,50,3.4,11,4,30 
6197,Mumbai,Lebanese,100,50,3.7,60,23,30 
6198,Mumbai,"Mughlai, Chinese, North Indian",400,50,4.0,723,426,65 
6199,Delhi,"North Indian, Chinese, Mughlai",250,50,4.0,712,405,45 
6200,Pune,"Desserts, Beverages",150,50,3.9,34,24,30 
6201,Delhi,"Mithai, Street Food",150,50,3.8,100,24,30 
6202,Delhi,"Cafe, Italian, Continental, North Indian",500,99,4.0,972,695,65 
6203,Delhi,North Indian,100,50,3.5,63,7,30 
6204,Hyderabad,"North Indian, Desserts, Beverages",200,50,3.0,11,4,30 
6205,Mumbai,"North Indian, Chinese, Mughlai, Fast Food",300,50,4.1,2521,1150,65 
6206,Pune,"Biryani, North Indian",300,50,3.6,227,60,45 
6207,Bangalore,"South Indian, Fast Food, Beverages",100,50,-,-,-,30 
6208,Noida,"Bakery, North Indian, Fast Food, Beverages, Desserts",200,199,3.5,35,18,45 
6209,Delhi,"Biryani, Hyderabadi, North Indian, Mughlai",100,50,2.8,-,-,30 
6210,Hyderabad,"North Indian, Chinese, South Indian",250,50,4.3,112,33,30 
6211,Pune,"Chinese, Thai, Asian",450,50,4.1,2377,1479,45 
6212,Pune,"North Indian, Mughlai, Chinese",250,50,3.8,672,336,45 
6213,Mumbai,Mithai,250,50,3.5,26,18,45 
6214,Pune,"South Indian, Maharashtrian",100,50,3.1,13,5,30 
6215,Gurgaon,North Indian,250,50,3.9,1110,455,65 
6216,Delhi,"Fast Food, Beverages",300,50,-,-,-,65 
6217,Noida,"Rolls, Kebab, Mughlai, North Indian",200,50,3.8,604,413,65 
6218,Pune,"Fast Food, Bakery, Desserts",150,50,3.8,95,50,30 
6219,Noida,"North Indian, Beverages, Street Food",200,50,3.6,33,14,30 
6220,Mumbai,South Indian,100,50,2.9,10,3,30 
6221,Bangalore,"South Indian, Chinese, Mangalorean",150,50,NEW,-,-,30 
6222,Delhi,Asian,650,50,4.3,975,511,45 
6223,Delhi,"North Indian, Chinese, Italian, Continental, Israeli, Fast Food",350,50,-,-,-,30 
6224,Mumbai,"North Indian, Chinese, Fast Food",200,50,3.3,16,1,30 
6225,Hyderabad,"Cafe, Continental, Italian, Modern Indian",250,50,3.9,40,24,30 
6226,Noida,"North Indian, Chinese",200,50,3.8,18,18,30 
6227,Noida,"South Indian, North Indian",100,50,3.0,26,9,30 
6228,Bangalore,"Fast Food, Street Food",100,50,3.6,30,10,45 
6229,Kolkata,"Salad, Italian, Burmese, Mexican",200,50,4.0,69,46,30 
6230,Mumbai,"Desserts, Beverages, Healthy Food",200,50,3.6,48,19,45 
6231,Noida,"Rolls, North Indian, Biryani",150,50,4.2,401,223,45 
6232,Mumbai,Fast Food,150,50,3.4,31,9,45 
6233,Pune,"Fast Food, Continental",200,50,4.3,133,88,30 
6234,Pune,"North Indian, Chinese, Mughlai",250,50,3.8,47,31,30 
6235,Delhi,Desserts,100,50,3.8,41,25,30 
6236,Noida,South Indian,100,50,NEW,-,-,30 
6237,Gurgaon,"North Indian, Mughlai, Chinese",300,50,3.6,81,32,45 
6238,Pune,"North Indian, Lucknowi",250,50,3.5,28,11,30 
6239,Bangalore,Biryani,150,50,3.5,30,12,30 
6240,Pune,"Chinese, Fast Food",100,50,NEW,-,-,30 
6241,Mumbai,"North Indian, Mughlai, Continental, Chinese",600,50,3.6,74,24,30 
6242,Pune,"South Indian, Fast Food",100,50,-,-,-,30 
6243,Noida,"Chinese, Momos, Rolls",200,50,4.2,71,56,30 
6244,Noida,"Pizza, Italian, Continental, Fast Food",250,50,3.9,140,89,45 
6245,Delhi,"Rolls, Chinese",100,50,3.1,4,-,30 
6246,Delhi,"North Indian, Chinese",200,50,3.9,348,161,45 
6247,Delhi,"Bakery, Fast Food, Desserts",150,50,2.9,11,3,30 
6248,Kolkata,South Indian,50,0,3.3,30,7,30 
6249,Pune,"North Indian, Chinese, South Indian, Fast Food",200,50,3.6,22,10,45 
6250,Pune,"Street Food, Desserts",100,50,3.6,411,223,45 
6251,Gurgaon,"North Indian, Chinese, Street Food",150,50,3.2,9,3,30 
6252,Kolkata,Mishti,50,99,3.8,63,28,45 
6253,Noida,Chinese,100,50,2.9,94,23,45 
6254,Hyderabad,South Indian,100,50,3.3,7,-,45 
6255,Delhi,"Chinese, South Indian",150,99,3.1,34,3,45 
6256,Bangalore,South Indian,50,50,-,-,-,30 
6257,Noida,South Indian,200,50,3.7,57,25,65 
6258,Gurgaon,"South Indian, North Indian",300,50,NEW,-,-,30 
6259,Gurgaon,"Burger, American, Fast Food",400,50,4.0,856,364,45 
6260,Mumbai,"Bakery, Fast Food",100,50,3.4,21,8,30 
6261,Delhi,"Burger, Wraps, Desserts, Sandwich, Healthy Food",200,50,4.1,321,146,30 
6262,Pune,"Beverages, Desserts",200,50,3.9,172,61,45 
6263,Bangalore,"North Indian, Healthy Food",200,50,4.2,62,23,30 
6264,Bangalore,"Kerala, Beverages",200,50,3.8,47,31,30 
6265,Gurgaon,Fast Food,100,50,3.7,57,9,30 
6266,Noida,"Ice Cream, Desserts",150,50,2.6,14,8,30 
6267,Noida,North Indian,200,50,3.7,84,42,30 
6268,Bangalore,"Street Food, South Indian",100,50,3.7,15,3,30 
6269,Pune,"Brazilian, Steak, South American",950,50,4.5,734,393,30 
6270,Gurgaon,"Biryani, Chinese, North Indian",150,50,2.8,76,47,30 
6271,Hyderabad,"Arabian, Mithai",200,50,3.6,52,7,30 
6272,Pune,Fast Food,200,99,2.7,101,38,65 
6273,Bangalore,North Indian,100,50,3.3,4,1,30 
6274,Noida,"North Indian, Street Food, South Indian, Fast Food, Chinese",200,50,3.6,76,45,45 
6275,Mumbai,"Bakery, Desserts",150,99,4.0,60,47,65 
6276,Pune,"Rolls, Fast Food",150,50,3.9,78,26,45 
6277,Noida,"Chinese, North Indian, Street Food, Fast Food, South Indian",150,50,3.6,49,12,30 
6278,Bangalore,"Healthy Food, Salad, Continental, Desserts, Beverages",300,50,4.1,-,-,45 
6279,Gurgaon,"North Indian, Chinese",250,50,3.8,192,87,65 
6280,Delhi,"Pizza, Fast Food",200,50,-,-,-,30 
6281,Mumbai,"Biryani, Chinese, Mughlai",200,50,3.6,27,7,30 
6282,Gurgaon,"North Indian, Chinese",150,50,3.5,116,30,45 
6283,Delhi,"Coffee, Cafe, Fast Food, Desserts, Beverages",250,50,3.6,125,79,45 
6284,Mumbai,"Cafe, Fast Food",200,50,3.1,6,-,30 
6285,Noida,"North Indian, Chinese, Rolls",150,50,3.8,269,46,45 
6286,Delhi,North Indian,300,50,-,-,-,65 
6287,Noida,North Indian,150,50,3.4,61,34,30 
6288,Pune,"Fast Food, Kebab",200,50,4.0,200,13,30 
6289,Delhi,"Rolls, Chinese",100,50,3.6,160,19,45 
6290,Noida,"Italian, Fast Food, Beverages",200,50,4.0,131,92,30 
6291,Bangalore,"Fast Food, Street Food",100,50,4.2,758,290,45 
6292,Gurgaon,"North Indian, Chinese, Biryani",200,50,3.6,126,49,45 
6293,Hyderabad,"North Indian, Chinese, Biryani",200,50,-,-,-,30 
6294,Pune,"Burger, American, Fast Food",200,50,3.1,9,5,30 
6295,Pune,Chinese,200,50,-,-,-,30 
6296,Mumbai,"Bakery, Desserts",100,50,3.2,7,4,45 
6297,Pune,Fast Food,for,50,NEW,-,-,30 
6298,Gurgaon,"Fast Food, North Indian",150,50,3.5,19,4,30 
6299,Gurgaon,"Mithai, South Indian, North Indian, Chinese, Street Food",200,50,NEW,-,-,30 
